Geo Point;Geo Shape;gares_id;nom_long;nom;nom_sous;nom_sur;id_ref_lda;nom_lda;id_ref_zdl;nom_zdl;num_mod;mode;fer;train;rer;metro;tramway;navette;val;terfer;tertrain;terrer;termetro;tertram;ternavette;terval;idrefliga;idrefligc;ligne;indice_lig;res_com;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.89434384792168, 2.3474307799602054;"{""coordinates"": [2.347430779960205, 48.89434384792168], ""type"": ""Point""}";802.0;Simplon;Simplon;;;71556.0;Simplon;44833.0;Simplon;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;C01374;METRO 4;4;METRO 4;RATP;1.0;0.0;652153.7839000002;6866234.9969;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Simplon
48.8324490982225, 2.288022141100325;"{""coordinates"": [2.288022141100325, 48.8324490982225], ""type"": ""Point""}";701.0;Porte de Versailles;Porte de Versailles;Parc des Expositions de Paris;;71045.0;Porte de Versailles;49515.0;Porte de Versailles;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1.0;0.0;647736.0143999979;6859390.482999999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Porte de Versailles
48.87717481838472, 2.406480156998486;"{""coordinates"": [2.406480156998486, 48.87717481838472], ""type"": ""Point""}";697.0;Porte des Lilas;Porte des Lilas;;;71889.0;Porte des Lilas;44529.0;Porte des Lilas;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;C01381;METRO 11;11;METRO 11;RATP;1.0;0.0;656468.8342000023;6864291.728599999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Porte des Lilas
48.8234116280665, 2.3255756362122453;"{""coordinates"": [2.325575636212245, 48.8234116280665], ""type"": ""Point""}";706.0;Porte d'Orléans;Porte d'Orléans;;;70657.0;Porte d'Orléans;44508.0;Porte d'Orléans (Général Leclerc);0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;C01374;METRO 4;4;METRO 4;RATP;1.0;0.0;650484.0429999977;6858361.423300002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Porte d'Orléans
48.86120498940959, 2.353495741491146;"{""coordinates"": [2.353495741491146, 48.86120498940959], ""type"": ""Point""}";721.0;Rambuteau;Rambuteau;Centre Georges Pompidou;;71273.0;Rambuteau;44593.0;Rambuteau;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01544;C01381;METRO 11;11;METRO 11;RATP;1.0;0.0;652568.2853000015;6862546.516100001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/964a06dc4dd9a4041b09c37567bd5b94;Rambuteau
48.85548504948359, 2.2701091389418933;"{""coordinates"": [2.270109138941893, 48.85548504948359], ""type"": ""Point""}";722.0;Ranelagh;Ranelagh;;;71243.0;Ranelagh;44594.0;Ranelagh;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;C01379;METRO 9;9;METRO 9;RATP;1.0;0.0;646444.7924999967;6861963.832899999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Ranelagh
48.848457848527886, 2.3277821284985807;"{""coordinates"": [2.327782128498581, 48.848457848527886], ""type"": ""Point""}";728.0;Rennes;Rennes;;;73640.0;Rennes;44609.0;Rennes;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1.0;0.0;650669.747299999;6861144.904199999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Rennes
48.867780299629366, 2.3629287001561123;"{""coordinates"": [2.362928700156112, 48.867780299629366], ""type"": ""Point""}";733.0;République;République;;;71311.0;République;44617.0;République;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;C01379;METRO 9;9;METRO 9;RATP;1.0;0.0;653266.2316000015;6863272.0143;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;République
48.86394012977459, 2.2784416488331494;"{""coordinates"": [2.278441648833149, 48.86394012977459], ""type"": ""Point""}";751.0;Rue de la Pompe;Rue de la Pompe;Avenue Georges Mandel;;71292.0;Rue de la Pompe;44461.0;Rue de la Pompe;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01542;C01379;METRO 9;9;METRO 9;RATP;1.0;0.0;647064.7582999989;6862898.339899998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Rue de la Pompe
48.9458672712219, 2.3646364825042268;"{""coordinates"": [2.364636482504227, 48.9458672712219], ""type"": ""Point""}";763.0;Saint-Denis - Université;Saint-Denis - Université;;;72358.0;Saint-Denis Université (Paris 8);44860.0;Saint-Denis - Université;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;METRO 13;0;0;0;A01546;C01383;METRO 13;13;METRO 13;RATP;1.0;0.0;653461.3753999993;6871954.002599999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Saint-Denis - Université
48.87210144121076, 2.4045149423791043;"{""coordinates"": [2.404514942379104, 48.87210144121076], ""type"": ""Point""}";764.0;Saint-Fargeau;Saint-Fargeau;;;71860.0;Saint-Fargeau;44864.0;Saint-Fargeau;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01549;C01386;METRO 3bis;3bis;METRO 3bis;RATP;1.0;0.0;656320.4456999972;6863728.6864;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/84385f6415d8d60e0a135171e93312a5;Saint-Fargeau
48.83290081473939, 2.3371351933439004;"{""coordinates"": [2.3371351933439, 48.83290081473939], ""type"": ""Point""}";768.0;Saint-Jacques;Saint-Jacques;;;71041.0;Saint-Jacques;45315.0;Saint-Jacques;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;C01376;METRO 6;6;METRO 6;RATP;1.0;0.0;651341.5781000033;6859409.322799999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Saint-Jacques
48.86428575772448, 2.3797418931775542;"{""coordinates"": [2.379741893177554, 48.86428575772448], ""type"": ""Point""}";774.0;Rue Saint-Maur;Rue Saint-Maur;;;71795.0;Rue Saint-Maur;45194.0;Rue Saint-Maur;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;C01373;METRO 3;3;METRO 3;RATP;1.0;0.0;654496.5223999992;6862873.627799999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Rue Saint-Maur
48.84150552143923, 2.3079486779742893;"{""coordinates"": [2.307948677974289, 48.84150552143923], ""type"": ""Point""}";919.0;Volontaires;Volontaires;;;71113.0;Volontaires;45060.0;Volontaires;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1.0;0.0;649207.5445000008;6860384.451200001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Volontaires
48.85687137832836, 2.315056637317088;"{""coordinates"": [2.315056637317088, 48.85687137832836], ""type"": ""Point""}";873.0;Varenne;Varenne;;;71232.0;Varenne;45131.0;Varenne;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;C01383;METRO 13;13;METRO 13;RATP;1.0;0.0;649744.0340000018;6862088.433499999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Varenne
48.79648308362958, 2.368269540049694;"{""coordinates"": [2.368269540049694, 48.79648308362958], ""type"": ""Point""}";898.0;Villejuif Paul Vaillant-Couturier;Villejuif Paul Vaillant-Couturier;Hôpital Paul Brousse;;70248.0;Paul Vaillant Couturier;58471.0;Paul Vaillant Couturier;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;C01377;METRO 7;7;METRO 7;RATP;1.0;0.0;653594.5881000012;6855341.398800001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Villejuif Paul Vaillant-Couturier
48.89724528717232, 2.359507868815594;"{""coordinates"": [2.359507868815594, 48.89724528717232], ""type"": ""Point""}";691.0;Porte de la Chapelle;Porte de la Chapelle;;;72064.0;Porte de La Chapelle;473459.0;Porte de La Chapelle;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1.0;0.0;653041.8704999983;6866550.373100001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Porte de la Chapelle
48.876272701683305, 2.3580579070747385;"{""coordinates"": [2.358057907074739, 48.876272701683305], ""type"": ""Point""}";315.0;Gare de l'Est;Gare de l'Est;;;71359.0;Gare de l'Est;43138.0;Gare de l'Est;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;C01377;METRO 7;7;METRO 7;RATP;1.0;1.0;652916.6086999997;6864219.202799998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Gare de l'Est
48.843781304815, 2.3243970123857944;"{""coordinates"": [2.324397012385794, 48.843781304815], ""type"": ""Point""}";564.0;Montparnasse-Bienvenüe;Montparnasse-Bienvenüe;;;71139.0;Gare Montparnasse;58578.0;Montparnasse Bienvenue;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01537;C01374;METRO 4;4;METRO 4;RATP;1.0;1.0;650416.8897999972;6860627.039900001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/40edb03ba8639ac2542ee899469bacdb;Montparnasse-Bienvenüe
48.88468097280708, 2.3426600373363518;"{""coordinates"": [2.342660037336352, 48.88468097280708], ""type"": ""Point""}";1017.0;Funiculaire Montmartre Station Basse;Funiculaire Montmartre Station Basse;;;73849.0;Funiculaire de Montmartre - Gare basse;45559.0;Funiculaire de Montmartre - Gare basse;0.0;VAL;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0;0;0;0;0;FUNICULAIRE MONTMART;FUNICULAIRE MONTMART;A01548;C01385;FUNICULAIRE MONTMARTRE;FUN;FUNICULAIRE MONTMARTRE;RATP;1.0;0.0;651795.0574999973;6865163.4399;;Funiculaire Montmartre Station Basse
48.89545467213198, 2.4253268901662555;"{""coordinates"": [2.425326890166255, 48.89545467213198], ""type"": ""Point""}";80.0;Bobigny-Pantin - Raymond Queneau;Bobigny-Pantin - Raymond Queneau;;;72039.0;Bobigny - Pantin - Raymond Queneau;42344.0;Bobigny-Pantin - Raymond Queneau;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;C01375;METRO 5;5;METRO 5;RATP;1.0;0.0;657865.8989999965;6866314.133000001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Bobigny-Pantin - Raymond Queneau
48.90609404932792, 2.3318308379624098;"{""coordinates"": [2.33183083796241, 48.90609404932792], ""type"": ""Point""}";323.0;Garibaldi;Garibaldi;;;72128.0;Garibaldi;43252.0;Garibaldi;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01546;C01383;METRO 13;13;METRO 13;RATP;1.0;0.0;651021.0832000002;6867551.131200001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Garibaldi
48.880946562639984, 2.3649934724001818;"{""coordinates"": [2.364993472400182, 48.880946562639984], ""type"": ""Point""}";476.0;Louis Blanc;Louis Blanc;;;71407.0;Louis Blanc;43823.0;Louis Blanc;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;C01377;METRO 7;7;METRO 7;RATP;1.0;0.0;653429.4677999988;6864734.793200001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Louis Blanc
48.80914436091449, 2.43450989592394;"{""coordinates"": [2.43450989592394, 48.80914436091449], ""type"": ""Point""}";500.0;Maisons-Alfort-Stade;Maisons-Alfort-Stade;;;70426.0;Maisons-Alfort - Stade;44066.0;Maisons-Alfort - Stade;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;C01378;METRO 8;8;METRO 8;RATP;1.0;0.0;658470.4403999969;6856712.2782000005;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Maisons-Alfort-Stade
48.86460037245484, 2.408031037075815;"{""coordinates"": [2.408031037075815, 48.86460037245484], ""type"": ""Point""}";684.0;Porte de Bagnolet;Porte de Bagnolet;;;71799.0;Porte de Bagnolet;44510.0;Porte de Bagnolet;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01536;C01373;METRO 3;3;METRO 3;RATP;1.0;0.0;656572.0976999998;6862892.680300001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Porte de Bagnolet
48.869798555539916, 2.2853350946861695;"{""coordinates"": [2.285335094686169, 48.869798555539916], ""type"": ""Point""}";892.0;Victor Hugo;Victor Hugo;;;71315.0;Victor Hugo;45020.0;Victor Hugo;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01535;C01372;METRO 2;2;METRO 2;RATP;1.0;0.0;647576.3598999977;6863545.1477999985;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Victor Hugo
48.804688119990445, 2.363953196602165;"{""coordinates"": [2.363953196602165, 48.804688119990445], ""type"": ""Point""}";896.0;Villejuif - Léo Lagrange;Villejuif - Léo Lagrange;;;70375.0;Villejuif Léo Lagrange;47826.0;Villejuif Léo Lagrange;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;C01377;METRO 7;7;METRO 7;RATP;1.0;0.0;653284.8752999976;6856256.228100002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Villejuif - Léo Lagrange
48.84520470266033, 2.266441541719401;"{""coordinates"": [2.266441541719401, 48.84520470266033], ""type"": ""Point""}";149.0;Chardon Lagache;Chardon Lagache;;;71141.0;Chardon Lagache;42543.0;Chardon Lagache;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;C01380;METRO 10;10;METRO 10;RATP;1.0;0.0;646165.0736000016;6860823.259100001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Chardon Lagache
48.877100184877875, 2.3487755574768467;"{""coordinates"": [2.348775557476847, 48.877100184877875], ""type"": ""Point""}";659.0;Poissonnière;Poissonnière;;;71363.0;Poissonnière;45165.0;Poissonnière;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01540;C01377;METRO 7;7;METRO 7;RATP;1.0;0.0;652236.5667999983;6864316.788199998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Poissonnière
48.87146657721511, 2.2770830184157247;"{""coordinates"": [2.277083018415725, 48.87146657721511], ""type"": ""Point""}";682.0;Porte Dauphine;Porte Dauphine;;;474152.0;Porte Dauphine;44509.0;Porte Dauphine;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;METRO 2;0;0;0;A01535;C01372;METRO 2;2;METRO 2;RATP;1.0;0.0;646972.750699997;6863736.1283;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Porte Dauphine
48.84797154057619, 2.2577446803632033;"{""coordinates"": [2.257744680363203, 48.84797154057619], ""type"": ""Point""}";683.0;Porte d'Auteuil;Porte d'Auteuil;;;71169.0;Porte d'Auteuil;44504.0;Porte d'Auteuil;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01543;C01380;METRO 10;10;METRO 10;RATP;1.0;0.0;645529.7326000035;6861136.865800001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Porte d'Auteuil
48.84648464964935, 2.3659101068529793;"{""coordinates"": [2.365910106852979, 48.84648464964935], ""type"": ""Point""}";718.0;Quai de la Rapée;Quai de la Rapée;;;71637.0;Quai de la Rapée;44583.0;Quai de la Rapée;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01538;C01375;METRO 5;5;METRO 5;RATP;1.0;0.0;653465.9192999974;6860902.359000001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Quai de la Rapée
48.87633026403884, 2.3331088937605435;"{""coordinates"": [2.333108893760544, 48.87633026403884], ""type"": ""Point""}";861.0;Trinité d'Estienne d'Orves;Trinité d'Estienne d'Orves;;;71355.0;Trinité d'Estienne d'Orves;45170.0;Trinité d'Estienne d'Orves;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01545;C01382;METRO 12;12;METRO 12;RATP;1.0;0.0;651086.8143000007;6864240.7689;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Trinité d'Estienne d'Orves
48.86434377781312, 2.330129877112861;"{""coordinates"": [2.330129877112861, 48.86434377781312], ""type"": ""Point""}";864.0;Tuileries;Tuileries;;;71284.0;Tuileries;45664.0;Tuileries;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;C01371;METRO 1;1;METRO 1;RATP;1.0;0.0;650857.0163000003;6862909.8123;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Tuileries
48.920785968142226, 2.4105986164694255;"{""coordinates"": [2.410598616469426, 48.920785968142226], ""type"": ""Point""}";411.0;La Courneuve 8 Mai 1945;La Courneuve 8 Mai 1945;;;73696.0;La Courneuve - 8 Mai 1945;470546.0;La Courneuve - 8 Mai 1945;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;656807.0913000032;6869138.859900001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;La Courneuve 8 Mai 1945
48.819051513730514, 2.360129742015262;"{""coordinates"": [2.360129742015262, 48.819051513730514], ""type"": ""Point""}";991.0;Porte d'Italie;Porte d'Italie;;;70596.0;Porte d'Italie;473456.0;Porte d'Italie;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;C01391;TRAM 3a;3A;TRAM 3a;RATP;1.0;0.0;653017.0055000037;6857855.518399999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Porte d'Italie
48.93021421136611, 2.283722557328397;"{""coordinates"": [2.283722557328397, 48.93021421136611], ""type"": ""Point""}";1083.0;Les Courtilles;Les Courtilles;;;72286.0;Asnières - Gennevilliers Les Courtilles;42231.0;Asnières - Gennevilliers Les Courtilles;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;647519.0173999965;6870264.127799999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Les Courtilles
48.787280349128174, 2.366988444947912;"{""coordinates"": [2.366988444947912, 48.787280349128174], ""type"": ""Point""}";1142.0;Villejuif-Louis Aragon;Villejuif-Louis Aragon;;;70143.0;Villejuif Louis Aragon;45049.0;Villejuif Louis Aragon;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;TRAM 7;0;0;A02134;C01774;TRAM 7;7;TRAM 7;RATP;1.0;0.0;653492.2810999975;6854318.9461;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/60158a0802e6af6fdd9f1071fa876cf0;Villejuif-Louis Aragon
48.8980414494171, 2.3450784496454857;"{""coordinates"": [2.345078449645486, 48.8980414494171], ""type"": ""Point""}";1209.0;Porte de Clignancourt;Porte de Clignancourt;;;478883.0;Porte de Clignancourt;44515.0;Porte de Clignancourt;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01757;C01679;TRAM 3b;3B;TRAM 3b;RATP;1.0;0.0;651984.7258000001;6866647.5803;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/39d54fc2c94b449e0465945c28663987;Porte de Clignancourt
48.82990660894109, 2.376666221325517;"{""coordinates"": [2.376666221325517, 48.82990660894109], ""type"": ""Point""}";72.0;Bibliothèque François Mitterrand;Bibliothèque François Mitterrand;;;71572.0;Bibliothèque François Mitterrand Emile Durkheim;473111.0;Bibliothèque François Mitterrand;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01547;C01384;METRO 14;14;METRO 14;RATP;1.0;0.0;654240.7123999968;6859052.766399998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Bibliothèque François Mitterrand
48.84038874717503, 2.3799112714543984;"{""coordinates"": [2.379911271454398, 48.84038874717503], ""type"": ""Point""}";67.0;Bercy;Bercy;;;71607.0;Gare de Bercy;58728.0;Bercy;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01539;C01376;METRO 6;6;METRO 6;RATP;1.0;0.0;654488.0812999979;6860216.3939;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Bercy
48.845868977765356, 2.3737744225638346;"{""coordinates"": [2.373774422563835, 48.845868977765356], ""type"": ""Point""}";962.0;Gare de Lyon;Gare de Lyon;;;73626.0;Gare de Lyon;43153.0;Gare de Lyon;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01534;C01371;METRO 1;1;METRO 1;RATP;1.0;1.0;654042.5042999983;6860829.296300001;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Gare de Lyon
48.80335523612997, 2.4455741010301444;"{""coordinates"": [2.445574101030144, 48.80335523612997], ""type"": ""Point""}";499.0;Maisons-Alfort-Les Juilliottes;Maisons-Alfort-Les Juilliottes;;;70358.0;Maisons-Alfort Les Juilliottes;44067.0;Maisons-Alfort Les Juilliottes;0.0;METRO;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0;0;0;0;0;0;0;A01541;C01378;METRO 8;8;METRO 8;RATP;1.0;0.0;659278.4619000033;6856062.839000002;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Maisons-Alfort-Les Juilliottes
48.825920546050554, 2.3133800873660433;"{""coordinates"": [2.313380087366043, 48.825920546050554], ""type"": ""Point""}";984.0;Didot;Didot;;;70983.0;Didot;42847.0;Didot;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01193;C01391;TRAM 3a;3A;TRAM 3a;RATP;1.0;0.0;649591.0989999995;6858648.100699998;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/503e55ae906ef2c635f866cebaf92614;Didot
48.907272586142305, 2.5165098933946153;"{""coordinates"": [2.516509893394615, 48.907272586142305], ""type"": ""Point""}";320.0;Gargan;Gargan;;;73360.0;Gargan;43128.0;Gargan;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01761;C01843;TRAM 4;4;TRAM 4;SNCF;1.0;0.0;664559.244099997;6867583.459899999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/7906e64f9ef97531ad26719b8713713e;Gargan
48.93358640280917, 2.3710831716238596;"{""coordinates"": [2.37108317162386, 48.93358640280917], ""type"": ""Point""}";350.0;Hôpital Delafontaine;Hôpital Delafontaine;;;461959.0;Hôpital Delafontaine / Joliot Curie;43375.0;Hôpital Delafontaine;0.0;TRAMWAY;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0;0;0;0;0;0;0;A01191;C01389;TRAM 1;1;TRAM 1;RATP;1.0;0.0;653922.6903999969;6870584.590599999;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/dc9070ea3c17f6fad088a5ae8662c6d4;Hôpital Delafontaine
